Category,Verb,Object,Temp,Difficulty,Desc,,,,,,,,
Everyday Actions,Learn,a word in a new language,In the Next Hour,Hard,Take a moment to Learn a word in a new language. It's worth it. in the next hour.,,,,,,,,
Everyday Actions,Learn,a word in a new language,Today,Hard,Learn a word in a new language. Share some positivity Today.,,,,,,,,
Everyday Actions,Learn,a way to save time,Now,Hard,Learn a way to save time. Share some positivity Today. Now.,,,,,,,,
Everyday Actions,Learn,a way to save time,In the Next Hour,Hard,Learn a way to save time. A chance to make a difference!,,,,,,,,
Everyday Actions,Learn,a way to save time,Today,Hard,Don't overthink it : just Learn a way to save time. Today.,,,,,,,,
Everyday Actions,Pick,flowers for a bright centerpiece,Now,Hard,Don't overthink it : just Pick flowers for a bright centerpiece.,,,,,,,,
Everyday Actions,Pick,flowers for a bright centerpiece,In the Next Hour,Hard,"Pick flowers for a bright centerpiece. A little effort, a big impact.",,,,,,,,
Everyday Actions,Pick,flowers for a bright centerpiece,Today,Hard,Pick flowers for a bright centerpiece. You could brighten someone's day.,,,,,,,,
Everyday Actions,Pick,fresh fruit for breakfast,Now,Hard,Pick fresh fruit for breakfast. A simple act of connection.,,,,,,,,
Everyday Actions,Pick,fresh fruit for breakfast,In the Next Hour,Hard,Pick fresh fruit for breakfast. A chance to make a difference! in the next hour.,,,,,,,,
Everyday Actions,Pick,fresh fruit for breakfast,Today,Hard,Step in and Pick fresh fruit for breakfast. Today.,,,,,,,,
Everyday Actions,Pick,a card for a friend,Now,Easy,Take a moment to Pick a card for a friend. It's worth it.,,,,,,,,
Everyday Actions,Pick,a card for a friend,In the Next Hour,Easy,Pick a card for a friend. You could brighten someone's day. in the next hour.,,,,,,,,
Everyday Actions,Pick,a card for a friend,Today,Easy,Step in and Pick a card for a friend. Today.,,,,,,,,
Everyday Actions,Pick,a book for your next read,Now,Hard,Pick a book for your next read. A chance to make a difference!,,,,,,,,
Everyday Actions,Pick,a book for your next read,In the Next Hour,Hard,Don't overthink it : just Pick a book for your next read.,,,,,,,,
Everyday Actions,Pick,a book for your next read,Today,Hard,Pick a book for your next read. Show kindness and care. Today.,,,,,,,,
Everyday Actions,Pick,an outfit for the occasion,Now,Hard,Don't overthink it : just Pick an outfit for the occasion.,,,,,,,,
Everyday Actions,Pick,an outfit for the occasion,In the Next Hour,Hard,Pick an outfit for the occasion. A simple act of connection.,,,,,,,,
Everyday Actions,Pick,an outfit for the occasion,Today,Hard,Pick an outfit for the occasion. A chance to make a difference!,,,,,,,,
Everyday Actions,Dust,the shelves for a cleaner home,Now,Hard,Dust the shelves for a cleaner home. You could brighten someone's day.,,,,,,,,
Everyday Actions,Dust,the shelves for a cleaner home,In the Next Hour,Hard,Dust the shelves for a cleaner home. A chance to make a difference!,,,,,,,,
Everyday Actions,Dust,the shelves for a cleaner home,Today,Hard,Step in and Dust the shelves for a cleaner home.,,,,,,,,
Everyday Actions,Dust,the photo frames for clearer memories,Now,Hard,Dust the photo frames for clearer memories. You could brighten someone's day.,,,,,,,,
Everyday Actions,Dust,the photo frames for clearer memories,In the Next Hour,Hard,Dust the photo frames for clearer memories. A simple act of connection.,,,,,,,,
Everyday Actions,Dust,the photo frames for clearer memories,Today,Hard,Step in and Dust the photo frames for clearer memories. Today.,,,,,,,,
Everyday Actions,Dust,the corners for a fresh look,Now,Hard,Take a moment to Dust the corners for a fresh look. It's worth it.,,,,,,,,
Everyday Actions,Dust,the corners for a fresh look,In the Next Hour,Hard,Step in and Dust the corners for a fresh look.,,,,,,,,
Everyday Actions,Dust,the corners for a fresh look,Today,Hard,Dust the corners for a fresh look. Show kindness and care.,,,,,,,,
Everyday Actions,Dust,the furniture for better shine,Now,Hard,Take a moment to Dust the furniture for better shine. It's worth it.,,,,,,,,
Everyday Actions,Dust,the furniture for better shine,In the Next Hour,Hard,"Dust the furniture for better shine. A little effort, a big impact.",,,,,,,,
Everyday Actions,Dust,the furniture for better shine,Today,Hard,Dust the furniture for better shine. Show kindness and care.,,,,,,,,
Everyday Actions,Dust,the desk for better focus,Now,Hard,Take a moment to Dust the desk for better focus. It's worth it.,,,,,,,,
Everyday Actions,Dust,the desk for better focus,In the Next Hour,Hard,Dust the desk for better focus. You'll feel good about it.,,,,,,,,
Everyday Actions,Dust,the desk for better focus,Today,Hard,Don't overthink it : just Dust the desk for better focus.,,,,,,,,
Everyday Actions,Vacuum,the carpet for a fresh feel,Now,Hard,Step in and Vacuum the carpet for a fresh feel.,,,,,,,,
Everyday Actions,Vacuum,the carpet for a fresh feel,In the Next Hour,Hard,Vacuum the carpet for a fresh feel. You could brighten someone's day. in the next hour.,,,,,,,,
Everyday Actions,Vacuum,the carpet for a fresh feel,Today,Hard,Vacuum the carpet for a fresh feel. Show kindness and care.,,,,,,,,
Everyday Actions,Vacuum,the car for a clean ride,Now,Hard,Don't overthink it : just Vacuum the car for a clean ride. Now.,,,,,,,,
Everyday Actions,Vacuum,the car for a clean ride,In the Next Hour,Hard,Vacuum the car for a clean ride. A simple act of connection. in the next hour.,,,,,,,,
Everyday Actions,Vacuum,the car for a clean ride,Today,Hard,Take a moment to Vacuum the car for a clean ride. It's worth it.,,,,,,,,
Everyday Actions,Vacuum,the hallway for a welcoming entry,Now,Hard,Take a moment to Vacuum the hallway for a welcoming entry. It's worth it. Now.,,,,,,,,
Everyday Actions,Vacuum,the hallway for a welcoming entry,In the Next Hour,Hard,Step in and Vacuum the hallway for a welcoming entry.,,,,,,,,
Everyday Actions,Vacuum,the hallway for a welcoming entry,Today,Hard,Vacuum the hallway for a welcoming entry. Show kindness and care.,,,,,,,,
Everyday Actions,Vacuum,the couch for a cozy spot,Now,Hard,Vacuum the couch for a cozy spot. You could brighten someone's day.,,,,,,,,
Everyday Actions,Vacuum,the couch for a cozy spot,In the Next Hour,Hard,Step in and Vacuum the couch for a cozy spot.,,,,,,,,
Everyday Actions,Vacuum,the couch for a cozy spot,Today,Hard,Don't overthink it : just Vacuum the couch for a cozy spot.,,,,,,,,
Everyday Actions,Vacuum,the stairs for a neat look,Now,Hard,"Vacuum the stairs for a neat look. A little effort, a big impact.",,,,,,,,
Everyday Actions,Vacuum,the stairs for a neat look,In the Next Hour,Hard,Vacuum the stairs for a neat look. Show kindness and care.,,,,,,,,
Everyday Actions,Vacuum,the stairs for a neat look,Today,Hard,Step in and Vacuum the stairs for a neat look.,,,,,,,,
Everyday Actions,Light,a candle for a warm ambiance,Now,Hard,Step in and Light a candle for a warm ambiance.,,,,,,,,
Everyday Actions,Light,a candle for a warm ambiance,In the Next Hour,Hard,Don't overthink it : just Light a candle for a warm ambiance.,,,,,,,,
Everyday Actions,Light,a candle for a warm ambiance,Today,Hard,Light a candle for a warm ambiance. A chance to make a difference! Today.,,,,,,,,
Everyday Actions,Light,a fire for a cozy evening,Now,Hard,Light a fire for a cozy evening. You could brighten someone's day.,,,,,,,,
Everyday Actions,Light,a fire for a cozy evening,In the Next Hour,Hard,Step in and Light a fire for a cozy evening.,,,,,,,,
Everyday Actions,Light,a fire for a cozy evening,Today,Hard,Light a fire for a cozy evening. You'll feel good about it.,,,,,,,,
Everyday Actions,Light,a lamp for better reading,Now,Hard,Light a lamp for better reading. A chance to make a difference!,,,,,,,,
Everyday Actions,Light,a lamp for better reading,In the Next Hour,Hard,Light a lamp for better reading. A simple act of connection.,,,,,,,,
Everyday Actions,Light,a lamp for better reading,Today,Hard,Step in and Light a lamp for better reading.,,,,,,,,
Everyday Actions,Light,a spark of creativity in yourself,Now,Hard,Light a spark of creativity in yourself. Show kindness and care.,,,,,,,,
Everyday Actions,Light,a spark of creativity in yourself,In the Next Hour,Hard,Take a moment to Light a spark of creativity in yourself. It's worth it.,,,,,,,,
Everyday Actions,Light,a spark of creativity in yourself,Today,Hard,"Light a spark of creativity in yourself. A little effort, a big impact. Today.",,,,,,,,
Everyday Actions,Light,a smile on someone's face,Now,Hard,Light a smile on someone's face. You could brighten someone's day.,,,,,,,,
Everyday Actions,Light,a smile on someone's face,In the Next Hour,Hard,Light a smile on someone's face. Share some positivity Today. in the next hour.,,,,,,,,
Everyday Actions,Light,a smile on someone's face,Today,Hard,Light a smile on someone's face. You'll feel good about it.,,,,,,,,
Everyday Actions,Dash,to the mailbox like it's urgent,Now,Easy,Dash to the mailbox like it's urgent. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the mailbox like it's urgent,In the Next Hour,Hard,Dash to the mailbox like it's urgent. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the mailbox like it's urgent,Today,Hard,Dash to the mailbox like it's urgent. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the fridge for a snack,Now,Hard,Dash to the fridge for a snack. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the fridge for a snack,In the Next Hour,Easy,Dash to the fridge for a snack. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the fridge for a snack,Today,Easy,Dash to the fridge for a snack. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the door like a superhero,Now,Hard,Dash to the door like a superhero. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the door like a superhero,In the Next Hour,Easy,Dash to the door like a superhero. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the door like a superhero,Today,Hard,Dash to the door like a superhero. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the car pretending you're late,Now,Hard,Dash to the car pretending you're late. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the car pretending you're late,In the Next Hour,Easy,Dash to the car pretending you're late. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the car pretending you're late,Today,Hard,Dash to the car pretending you're late. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the kitchen to check the timer,Now,Easy,Dash to the kitchen to check the timer. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the kitchen to check the timer,In the Next Hour,Hard,Dash to the kitchen to check the timer. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Dash,to the kitchen to check the timer,Today,Easy,Dash to the kitchen to check the timer. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,over a puddle like a pro,Now,Hard,Hop over a puddle like a pro. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,over a puddle like a pro,In the Next Hour,Hard,Hop over a puddle like a pro. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,over a puddle like a pro,Today,Hard,Hop over a puddle like a pro. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,onto the couch with style,Now,Hard,Hop onto the couch with style. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,onto the couch with style,In the Next Hour,Hard,Hop onto the couch with style. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,onto the couch with style,Today,Hard,Hop onto the couch with style. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,off the bed to start the day,Now,Hard,Hop off the bed to start the day. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,off the bed to start the day,In the Next Hour,Hard,Hop off the bed to start the day. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,off the bed to start the day,Today,Hard,Hop off the bed to start the day. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,around the room just for fun,Now,Hard,Hop around the room just for fun. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,around the room just for fun,In the Next Hour,Easy,Hop around the room just for fun. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,around the room just for fun,Today,Hard,Hop around the room just for fun. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,to grab your slippers,Now,Hard,Hop to grab your slippers. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,to grab your slippers,In the Next Hour,Hard,Hop to grab your slippers. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Hop,to grab your slippers,Today,Hard,Hop to grab your slippers. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Slide,across the kitchen floor in socks,Now,Easy,Slide across the kitchen floor in socks. Make it part of your day with flair.,,,,,,,,
Everyday Actions,Slide,across the kitchen floor in socks,In the Next Hour,Easy,Slide across the kitchen floor in socks. Make it part of your day with flair.,,,,,,,,
